epoch,batch,train_loss,train_accuracy
0,0,0.5678172,0.5
1,1,0.16397503,0.125
1,2,0.5571706,0.5
1,3,0.4282023,0.375
1,4,0.2900083,0.25
1,5,0.4187747,0.375
1,6,0.30124378,0.25
1,7,0.5154692,0.5
1,8,0.29411462,0.25
1,9,0.15955457,0.125
1,10,0.40066797,0.375
1,11,0.40674388,0.375
1,12,0.7935562,0.75
1,13,0.43799108,0.375
1,14,0.6132101,0.625
1,15,0.5030787,0.5
1,16,0.40000027,0.375
1,17,0.13609013,0.125
1,18,0.68499637,0.625
1,19,0.53019595,0.5
1,20,0.2661532,0.25
1,21,0.2031623,0.25
1,22,0.39431694,0.375
1,23,0.2559678,0.25
1,24,0.48903036,0.5
1,25,0.3798926,0.375
1,26,0.123716116,0.125
1,27,0.23152544,0.25
1,28,0.2506282,0.25
1,29,0.22683567,0.25
1,30,0.12519655,0.125
1,31,0.245622,0.25
1,32,0.41525048,0.5
1,33,0.112090014,0.125
1,34,0.3575894,0.375
1,35,0.44190416,0.5
1,36,0.12780797,0.25
1,37,0.24573316,0.375
1,38,0.302662,0.375
1,39,0.44952887,0.5
1,40,0.2474226,0.25
1,41,0.5158042,0.625
1,42,0.27449647,0.375
1,43,0.21068679,0.375
1,44,0.3188533,0.375
1,45,0.30366826,0.375
1,46,0.28657532,0.375
1,47,0.26400644,0.375
1,48,0.22107625,0.375
1,49,0.22225852,0.25
1,50,0.2173618,0.375
1,51,0.32355964,0.375
1,52,0.35647666,0.5
1,53,0.20049483,0.25
1,54,0.25336513,0.375
1,55,0.26246998,0.375
1,56,0.333949,0.5
1,57,0.330917,0.5
1,58,0.18968064,0.25
1,59,0.28582397,0.375
1,60,0.20983745,0.25
1,61,0.27510184,0.375
1,62,0.43586674,0.625
1,63,0.21378258,0.375
1,64,0.2834674,0.5
1,65,0.33739445,0.625
1,66,0.2934435,0.375
1,67,0.2198088,0.375
1,68,0.075991035,0.0
2,69,0.3734226,0.625
2,70,0.062491298,0.125
2,71,0.44613117,0.75
2,72,0.15624315,0.25
2,73,0.40452525,0.625
2,74,0.172111,0.375
2,75,0.08060112,0.125
2,76,0.19399598,0.25
2,77,0.29200566,0.5
2,78,0.19898412,0.25
2,79,0.26674423,0.5
2,80,0.12775591,0.125
2,81,0.19179647,0.375
2,82,0.20696966,0.25
2,83,0.2917442,0.5
2,84,0.15956353,0.25
2,85,0.31528637,0.5
2,86,0.30177355,0.625
2,87,0.29978648,0.5
2,88,0.25850865,0.5
2,89,0.17977968,0.25
2,90,0.18318601,0.25
2,91,0.2888553,0.5
2,92,0.13583383,0.125
2,93,0.32771492,0.75
2,94,0.23460028,0.375
2,95,0.23416944,0.375
2,96,0.15556438,0.25
2,97,0.15284202,0.25
2,98,0.14631379,0.25
2,99,0.18089621,0.5
2,100,0.34823373,0.75
2,101,0.34238744,0.75
2,102,0.17251197,0.375
2,103,0.14530064,0.25
2,104,0.1793567,0.25
2,105,0.17363468,0.375
2,106,0.18595518,0.25
2,107,0.07743259,0.25
2,108,0.35204184,0.625
2,109,0.14560574,0.25
2,110,0.15268457,0.125
2,111,0.20618483,0.375
2,112,0.11221092,0.25
2,113,0.16997626,0.25
2,114,0.25823766,0.375
2,115,0.2337349,0.375
2,116,0.156741,0.25
2,117,0.24991184,0.5
2,118,0.08466522,0.125
2,119,0.11724901,0.25
2,120,0.28095135,0.125
2,121,0.26244858,0.375
2,122,0.16346169,0.25
2,123,0.22168918,0.625
2,124,0.24694993,0.375
2,125,0.111268744,0.125
2,126,0.101491675,0.125
2,127,0.090171486,0.0
2,128,0.1390893,0.25
2,129,0.15917769,0.25
2,130,0.12325219,0.25
2,131,0.23172387,0.5
2,132,0.19937699,0.5
2,133,0.33934033,0.625
2,134,0.17446956,0.375
2,135,0.31180227,0.625
2,136,0.15504715,0.0
3,137,0.18949278,0.125
3,138,0.13287765,0.375
3,139,0.19251712,0.625
3,140,0.19617537,0.25
3,141,0.14794004,0.25
3,142,0.15751702,0.25
3,143,0.18366016,0.25
3,144,0.1824869,0.5
3,145,0.1675276,0.5
3,146,0.18668292,0.375
3,147,0.2689808,0.5
3,148,0.32232806,0.5
3,149,0.18499091,0.375
3,150,0.14042884,0.375
3,151,0.14963263,0.25
3,152,0.16198754,0.375
3,153,0.11320938,0.25
3,154,0.30324894,0.5
3,155,0.15187551,0.375
3,156,0.14553516,0.125
3,157,0.06686131,0.125
3,158,0.16229972,0.5
3,159,0.24906136,0.5
3,160,0.16925493,0.25
3,161,0.17361373,0.375
3,162,0.083968274,0.0
3,163,0.24777356,0.625
3,164,0.25117734,0.25
3,165,0.2697459,0.375
3,166,0.12382169,0.25
3,167,0.21134736,0.5
3,168,0.2159014,0.5
3,169,0.15717515,0.125
3,170,0.15549716,0.25
3,171,0.29729387,0.625
3,172,0.27056435,0.5
3,173,0.12195936,0.25
3,174,0.10424377,0.125
3,175,0.06692866,0.25
3,176,0.22682784,0.5
3,177,0.14779553,0.25
3,178,0.13045031,0.375
3,179,0.075789385,0.25
3,180,0.1327902,0.125
3,181,0.05252677,0.0
3,182,0.07666624,0.0
3,183,0.23399945,0.625
3,184,0.09357071,0.125
3,185,0.17863952,0.25
3,186,0.19220978,0.25
3,187,0.19080102,0.25
3,188,0.19708131,0.5
3,189,0.101683505,0.125
3,190,0.082610145,0.375
3,191,0.15674852,0.5
3,192,0.31188852,0.5
3,193,0.22656015,0.625
3,194,0.2451564,0.375
3,195,0.28942642,0.625
3,196,0.17208809,0.25
3,197,0.17228688,0.5
3,198,0.26809925,0.875
3,199,0.23321442,0.375
3,200,0.15594961,0.375
3,201,0.1427025,0.25
3,202,0.08008845,0.25
3,203,0.09475986,0.125
3,204,0.58809507,1.0
4,205,0.105424486,0.375
4,206,0.12690954,0.125
4,207,0.16543743,0.375
4,208,0.20741844,0.625
4,209,0.20403518,0.625
4,210,0.17896174,0.375
4,211,0.09667594,0.5
4,212,0.13543011,0.625
4,213,0.14180136,0.25
4,214,0.14398164,0.375
4,215,0.11321896,0.25
4,216,0.10860156,0.125
4,217,0.24022976,0.5
4,218,0.13002716,0.125
4,219,0.31243932,0.375
4,220,0.161903,0.5
4,221,0.12556662,0.25
4,222,0.13388157,0.5
4,223,0.1233423,0.25
4,224,0.18812822,0.125
4,225,0.10487624,0.125
4,226,0.12469728,0.375
4,227,0.14956152,0.375
4,228,0.119414575,0.375
4,229,0.15299392,0.375
4,230,0.1963906,0.5
4,231,0.10316744,0.375
4,232,0.2136149,0.625
4,233,0.2083129,0.5
4,234,0.14596339,0.625
4,235,0.20042366,0.625
4,236,0.14239721,0.0
4,237,0.17915234,0.25
4,238,0.17866492,0.5
4,239,0.09933275,0.5
4,240,0.27562532,0.625
4,241,0.17061599,0.125
4,242,0.08569339,0.375
4,243,0.13778502,0.375
4,244,0.24017932,0.625
4,245,0.17722401,0.5
4,246,0.08409215,0.375
4,247,0.2864333,0.5
4,248,0.18469372,0.5
4,249,0.1882064,0.5
4,250,0.21195665,0.375
4,251,0.0743823,0.375
4,252,0.13269241,0.5
4,253,0.09980915,0.125
4,254,0.19892208,0.375
4,255,0.21007867,0.25
4,256,0.0744015,0.25
4,257,0.095048845,0.375
4,258,0.2257055,0.375
4,259,0.09609672,0.5
4,260,0.12680914,0.25
4,261,0.10103896,0.0
4,262,0.123978354,0.5
4,263,0.18726486,0.375
4,264,0.13817766,0.75
4,265,0.12858473,0.375
4,266,0.14707555,0.5
4,267,0.2397039,0.5
4,268,0.16854247,0.375
4,269,0.2124349,0.625
4,270,0.06648446,0.25
4,271,0.18441273,0.25
4,272,0.27288374,1.0
5,273,0.08602216,0.25
5,274,0.117387876,0.375
5,275,0.07087692,0.375
5,276,0.25661534,0.5
5,277,0.19992669,0.375
5,278,0.13894095,0.375
5,279,0.118623264,0.125
5,280,0.08680971,0.25
5,281,0.10402103,0.375
5,282,0.14299275,0.75
5,283,0.17553055,0.75
5,284,0.11692518,0.125
5,285,0.09407176,0.375
5,286,0.27417096,0.75
5,287,0.104550876,0.375
5,288,0.13884574,0.0
5,289,0.10494987,0.375
5,290,0.07566323,0.375
5,291,0.27123663,0.625
5,292,0.18778452,0.375
5,293,0.13079911,0.625
5,294,0.20481984,0.375
5,295,0.3212453,0.5
5,296,0.12813345,0.375
5,297,0.24878913,0.375
5,298,0.20884487,0.75
5,299,0.18313497,0.625
5,300,0.103774406,0.5
5,301,0.11872366,0.25
5,302,0.24991512,0.625
5,303,0.15343937,0.125
5,304,0.1952856,0.75
5,305,0.1911448,0.625
5,306,0.15549713,0.5
5,307,0.09111019,0.25
5,308,0.16068192,0.25
5,309,0.03530657,0.375
5,310,0.11650356,0.625
5,311,0.14861977,0.25
5,312,0.11419567,0.375
5,313,0.15965258,0.5
5,314,0.18323186,0.5
5,315,0.12288404,0.625
5,316,0.111789376,0.375
5,317,0.079147175,0.375
5,318,0.07255905,0.375
5,319,0.101995304,0.375
5,320,0.10931968,0.75
5,321,0.17229158,0.5
5,322,0.061974984,0.25
5,323,0.16138919,0.25
5,324,0.1520156,0.125
5,325,0.13432905,0.5
5,326,0.09000525,0.375
5,327,0.1272681,0.625
5,328,0.26584038,0.375
5,329,0.23156962,0.5
5,330,0.23301204,0.75
5,331,0.14732654,0.375
5,332,0.1551855,0.375
5,333,0.11517997,0.375
5,334,0.09118499,0.5
5,335,0.113947496,0.125
5,336,0.1242072,0.25
5,337,0.13544796,0.375
5,338,0.11937941,0.625
5,339,0.10624479,0.5
5,340,0.36924237,1.0
6,341,0.1451652,0.5
6,342,0.1401732,0.5
6,343,0.25237846,0.375
6,344,0.17821223,0.5
6,345,0.05413156,0.5
6,346,0.16412199,0.375
6,347,0.10136977,0.5
6,348,0.20139557,0.625
6,349,0.1941964,0.375
6,350,0.028275402,0.375
6,351,0.10235807,0.25
6,352,0.2605688,0.75
6,353,0.048889503,0.375
6,354,0.18438809,0.5
6,355,0.11029409,0.375
6,356,0.06634198,0.25
6,357,0.17845781,0.375
6,358,0.2355826,0.5
6,359,0.199233,0.5
6,360,0.13228482,0.375
6,361,0.16918921,0.25
6,362,0.04756907,0.625
6,363,0.14300133,0.125
6,364,0.12095494,0.625
6,365,0.10509087,0.375
6,366,0.1429797,0.5
6,367,0.04082828,0.125
6,368,0.15392192,0.375
6,369,0.20806737,0.625
6,370,0.14561668,0.375
6,371,0.09057058,0.625
6,372,0.17875756,0.5
6,373,0.021740206,0.125
6,374,0.28640303,0.625
6,375,0.103091486,0.5
6,376,0.13109772,0.625
6,377,0.1895926,0.875
6,378,0.13165893,0.375
6,379,0.19726506,0.625
6,380,0.20002764,0.625
6,381,0.13917181,0.75
6,382,0.12821329,0.25
6,383,0.12747893,0.25
6,384,0.20387971,0.25
6,385,0.041944694,0.375
6,386,0.13026546,0.625
6,387,0.17805749,0.625
6,388,0.079495355,0.25
6,389,0.15578063,0.5
6,390,0.23906608,0.625
6,391,0.14538953,0.25
6,392,0.16969174,0.375
6,393,0.053483248,0.5
6,394,0.06636131,0.75
6,395,0.047967784,0.875
6,396,0.12276914,0.75
6,397,0.2117797,0.25
6,398,0.047830753,0.25
6,399,0.082994014,0.25
6,400,0.051831223,0.25
6,401,0.06756729,0.625
6,402,0.09297826,0.375
6,403,0.23711607,0.375
6,404,0.20251442,0.625
6,405,0.12260551,0.375
6,406,0.2412372,0.625
6,407,0.16733168,0.625
6,408,0.11266436,1.0
7,409,0.14016387,0.375
7,410,0.14045978,0.375
7,411,0.12597461,0.5
7,412,0.093528286,0.5
7,413,0.08660243,0.5
7,414,0.07591454,0.5
7,415,0.19413364,0.5
7,416,0.13834442,0.25
7,417,0.1208053,0.375
7,418,0.28735033,0.375
7,419,0.1475366,0.625
7,420,0.15877478,0.25
7,421,0.13011366,0.5
7,422,0.097480126,0.25
7,423,0.12204982,0.375
7,424,0.040436864,0.5
7,425,0.08200907,0.25
7,426,0.24915561,0.5
7,427,0.10855386,0.625
7,428,0.13314642,0.5
7,429,0.13360548,0.875
7,430,0.04593137,0.25
7,431,0.31535363,0.75
7,432,0.081021026,0.375
7,433,0.046716604,0.625
7,434,0.1865388,0.625
7,435,0.3805441,0.75
7,436,0.14719933,0.5
7,437,0.09687547,0.5
7,438,0.108530246,0.75
7,439,0.18490836,0.5
7,440,0.0863886,0.25
7,441,0.11107273,0.125
7,442,0.13906875,0.5
7,443,0.17636362,0.5
7,444,0.104958616,0.75
7,445,0.203252,0.625
7,446,0.11945382,0.5
7,447,0.051960457,0.375
7,448,0.07076115,0.5
7,449,0.17928833,0.5
7,450,0.1876483,0.625
7,451,0.10348198,0.625
7,452,0.17433527,0.25
7,453,0.094106406,0.375
7,454,0.09349757,0.375
7,455,0.13501173,0.625
7,456,0.12807652,0.625
7,457,0.19679818,0.75
7,458,0.029489549,0.375
7,459,0.09817858,0.75
7,460,0.14881031,0.5
7,461,0.06313587,0.25
7,462,0.15952468,0.625
7,463,0.13518795,0.75
7,464,0.23559944,0.375
7,465,0.17423217,0.625
7,466,0.07684462,0.625
7,467,0.14808601,0.5
7,468,0.07025838,0.5
7,469,0.11763128,0.375
7,470,0.083177485,0.5
7,471,0.13530889,0.375
7,472,0.39601475,0.625
7,473,0.046055682,0.375
7,474,0.04358204,0.375
7,475,0.15853296,0.25
7,476,0.41138357,1.0
8,477,0.13361403,0.375
8,478,0.10635434,0.5
8,479,0.16482012,0.5
8,480,0.097715534,0.75
8,481,0.10281481,0.25
8,482,0.12389238,0.25
8,483,0.089390814,0.25
8,484,0.07489154,0.625
8,485,0.12780245,0.75
8,486,0.14988229,1.0
8,487,0.15497296,0.375
8,488,0.21189216,1.0
8,489,0.12703094,0.375
8,490,0.16091852,0.5
8,491,0.12329397,0.375
8,492,0.2661444,0.5
8,493,0.023344519,0.25
8,494,0.13813946,0.375
8,495,0.092548445,0.375
8,496,0.20410061,0.75
8,497,0.09450008,0.25
8,498,0.10338323,0.375
8,499,0.08067026,0.75
8,500,0.17135139,0.75
8,501,0.087489,0.75
8,502,0.24108884,0.625
8,503,0.24950168,0.625
8,504,0.10077663,0.375
8,505,0.1405969,0.375
8,506,0.14224043,0.25
8,507,0.15728097,0.375
8,508,0.08862517,0.5
8,509,0.16481674,0.5
8,510,0.023300707,0.375
8,511,0.1257264,0.375
8,512,0.13487296,0.5
8,513,0.09491712,0.5
8,514,0.08875438,0.375
8,515,0.10350768,0.5
8,516,0.110838115,0.375
8,517,0.18502465,0.625
8,518,0.15347664,0.75
8,519,0.10368867,0.25
8,520,0.09972502,0.375
8,521,0.1303512,0.25
8,522,0.13101284,0.5
8,523,0.17698818,0.5
8,524,0.17628057,0.75
8,525,0.10650353,0.625
8,526,0.29514322,0.5
8,527,0.1738956,0.5
8,528,0.1552344,0.5
8,529,0.20578,0.5
8,530,0.05719573,0.75
8,531,0.18253797,0.5
8,532,0.11032661,0.75
8,533,0.111151,0.5
8,534,0.13015205,0.5
8,535,0.073274955,0.5
8,536,0.08648054,0.625
8,537,0.15925619,0.375
8,538,0.20054266,0.5
8,539,0.20791256,0.625
8,540,0.09148427,0.625
8,541,0.06075278,0.375
8,542,0.017013038,0.25
8,543,0.17470872,0.625
8,544,0.08395879,1.0
9,545,0.15825425,0.25
9,546,0.11367418,0.625
9,547,0.07279487,0.75
9,548,0.08907724,0.875
9,549,0.12771353,0.625
9,550,0.06751999,0.5
9,551,0.34566107,0.5
9,552,0.09063012,0.5
9,553,0.104498684,0.5
9,554,0.28952625,0.625
9,555,0.070273034,0.75
9,556,0.15668407,0.5
9,557,0.18731265,0.875
9,558,0.032792054,0.5
9,559,0.14981948,0.25
9,560,0.093546435,0.375
9,561,0.029171875,0.375
9,562,0.17991436,0.75
9,563,0.096101284,0.375
9,564,0.12629604,0.375
9,565,0.15684734,0.625
9,566,0.121551156,0.375
9,567,0.09317901,0.375
9,568,0.3179545,0.75
9,569,0.23382106,0.25
9,570,0.052740287,0.5
9,571,0.15071177,0.5
9,572,0.06112306,0.25
9,573,0.024154123,0.625
9,574,0.1177664,0.75
9,575,0.1263812,0.625
9,576,0.10444273,0.375
9,577,0.16380933,0.25
9,578,0.15878528,0.375
9,579,0.29402333,0.75
9,580,0.12154489,0.625
9,581,0.25713283,0.5
9,582,0.08088845,0.75
9,583,0.053750984,0.0
9,584,0.18949781,0.625
9,585,0.17223284,0.625
9,586,0.07794756,0.5
9,587,0.09304954,0.25
9,588,0.16429952,0.625
9,589,0.11736628,0.375
9,590,0.15429378,0.5
9,591,0.09839047,0.625
9,592,0.12168073,0.75
9,593,0.26515147,0.5
9,594,0.14379446,0.375
9,595,0.16418196,0.5
9,596,0.048537705,0.625
9,597,0.14969055,0.5
9,598,0.19574812,0.625
9,599,0.12182094,0.5
9,600,0.2231239,0.375
9,601,0.07958416,0.625
9,602,0.11631243,0.75
9,603,0.087340996,0.5
9,604,0.10750102,0.625
9,605,0.015343361,0.5
9,606,0.11405201,0.625
9,607,0.032152638,0.625
9,608,0.14464049,0.5
9,609,0.16933422,0.5
9,610,0.024652345,0.625
9,611,0.10968455,0.625
9,612,0.0019186542,0.0
10,613,0.10651839,0.5
10,614,0.119466126,0.625
10,615,0.16271725,0.375
10,616,0.16960531,0.75
10,617,0.08172351,0.625
10,618,0.111098796,0.75
10,619,0.17372558,0.375
10,620,0.10723216,0.75
10,621,0.1144937,0.5
10,622,0.062499408,0.75
10,623,0.12772536,0.375
10,624,0.12664156,0.625
10,625,0.24240854,0.625
10,626,0.10524492,0.5
10,627,0.070650004,0.75
10,628,0.12535138,0.5
10,629,0.08598884,0.5
10,630,0.14265595,0.75
10,631,0.12678069,0.375
10,632,0.094073385,0.625
10,633,0.23601454,0.5
10,634,0.20464607,0.375
10,635,0.13000081,1.0
10,636,0.11268978,0.625
10,637,0.056477483,0.75
10,638,0.07474779,0.5
10,639,0.11543192,0.625
10,640,0.059172347,0.375
10,641,0.090869635,0.25
10,642,0.0903593,0.875
10,643,0.10593442,0.5
10,644,0.046087768,0.625
10,645,0.15375614,0.375
10,646,0.2563661,0.25
10,647,0.068963386,0.875
10,648,0.107910626,0.5
10,649,0.2412265,0.375
10,650,0.18384539,0.375
10,651,0.022457525,0.5
10,652,0.10041671,0.375
10,653,0.1564978,0.625
10,654,0.11136614,0.5
10,655,0.09657111,0.5
10,656,0.10229798,0.625
10,657,0.16902629,0.75
10,658,0.18031141,0.75
10,659,0.15793033,0.5
10,660,0.18000817,0.375
10,661,0.13688976,0.375
10,662,0.12603812,0.5
10,663,0.0989302,0.75
10,664,0.12683652,0.5
10,665,0.13907447,0.25
10,666,0.10283877,0.625
10,667,0.17930318,0.5
10,668,0.11228339,0.5
10,669,0.1663038,0.5
10,670,0.07032336,0.625
10,671,0.0571224,0.625
10,672,0.24193807,0.375
10,673,0.07017093,0.625
10,674,0.16444474,0.875
10,675,0.24063627,0.25
10,676,0.12058018,0.5
10,677,0.07676929,0.75
10,678,0.08287552,0.375
10,679,0.18945305,0.375
10,680,0.0002443099,0.0
11,681,0.1426243,0.5
11,682,0.20661294,0.375
11,683,0.30082348,0.75
11,684,0.14797513,0.625
11,685,0.041793093,0.75
11,686,0.061083827,0.0
11,687,0.05789882,0.375
11,688,0.05906733,0.625
11,689,0.116503276,0.5
11,690,0.04644991,0.75
11,691,0.15325682,0.5
11,692,0.21155368,0.375
11,693,0.08455156,0.5
11,694,0.12512706,0.5
11,695,0.07789509,0.625
11,696,0.17638883,0.875
11,697,0.06274115,0.75
11,698,0.075226516,0.375
11,699,0.14997166,0.25
11,700,0.2834408,0.625
11,701,0.19013903,0.625
11,702,0.05696309,0.5
11,703,0.19832988,0.375
11,704,0.13150053,0.375
11,705,0.070695706,0.5
11,706,0.11473921,0.75
11,707,0.26605007,0.375
11,708,0.09857181,0.5
11,709,0.07466073,0.375
11,710,0.06311185,0.25
11,711,0.082446076,0.375
11,712,0.110072725,0.375
11,713,0.047693186,0.375
11,714,0.16397342,0.875
11,715,0.11923275,0.5
11,716,0.09171913,0.25
11,717,0.32786852,0.875
11,718,0.06998614,0.75
11,719,0.062141366,0.75
11,720,0.15774828,0.25
11,721,0.07355278,0.625
11,722,0.14027922,0.375
11,723,0.09691402,0.375
11,724,0.15703587,0.25
11,725,0.056052655,0.375
11,726,0.1786283,0.625
11,727,0.11150745,0.625
11,728,0.11562665,0.25
11,729,0.14344285,0.125
11,730,0.14584792,0.375
11,731,0.18967505,0.75
11,732,0.092583425,0.875
11,733,0.1303427,0.75
11,734,0.20423847,0.75
11,735,0.11168143,0.5
11,736,0.009865993,0.5
11,737,0.048574556,0.625
11,738,0.069972865,0.375
11,739,0.1492898,0.625
11,740,0.13583405,0.75
11,741,0.20974006,0.625
11,742,0.11598619,0.625
11,743,0.10038971,0.75
11,744,0.09904398,0.5
11,745,0.21409519,0.5
11,746,0.081887394,0.75
11,747,0.12619796,0.625
11,748,0.01709886,1.0
12,749,0.112974524,0.5
12,750,0.038456384,0.5
12,751,0.119448505,0.75
12,752,0.14780991,0.625
12,753,0.092908606,0.75
12,754,0.06521556,0.5
12,755,0.17049675,0.25
12,756,0.1377199,0.375
12,757,0.16606833,0.375
12,758,0.23081197,0.5
12,759,0.026581004,0.25
12,760,0.07562048,0.375
12,761,0.11246914,0.75
12,762,0.26216292,0.5
12,763,0.2535226,0.625
12,764,0.041628454,0.625
12,765,0.17717597,0.625
12,766,0.06709774,0.75
12,767,0.15560572,0.25
12,768,0.13426685,0.5
12,769,0.21922363,0.5
12,770,0.06425643,0.625
12,771,0.16654256,0.625
12,772,0.09629761,0.625
12,773,0.23192579,0.875
12,774,0.10493876,0.625
12,775,0.14650632,0.875
12,776,0.15367675,0.625
12,777,0.081932046,0.5
12,778,0.139632,0.625
12,779,0.04987985,0.5
12,780,0.34411883,0.5
12,781,0.1676972,0.375
12,782,0.19364737,0.625
12,783,0.1257925,0.625
12,784,0.099623546,0.625
12,785,0.032970093,0.625
12,786,0.030011931,0.625
12,787,0.079004295,0.25
12,788,0.088155575,0.625
12,789,0.1240367,0.75
12,790,0.16926284,0.375
12,791,0.14340301,0.375
12,792,0.15038265,0.625
12,793,0.03297341,0.25
12,794,0.023750585,0.625
12,795,0.04950732,0.5
12,796,0.18564925,0.5
12,797,0.054385617,0.5
12,798,0.13455017,0.375
12,799,0.094455495,0.5
12,800,0.078793064,0.25
12,801,0.06378455,0.625
12,802,0.07772001,0.375
12,803,0.08540991,0.625
12,804,0.08446916,0.625
12,805,0.13721183,0.5
12,806,0.23336321,0.375
12,807,0.18525837,0.5
12,808,0.25322536,0.5
12,809,0.042835336,0.75
12,810,0.06353039,0.5
12,811,0.14720516,0.875
12,812,0.20527795,0.75
12,813,0.013045206,0.75
12,814,0.14748448,0.5
12,815,0.11998218,0.25
12,816,0.053835746,1.0
13,817,0.04525633,0.375
13,818,0.08099875,0.5
13,819,0.11619772,0.25
13,820,0.113447696,0.375
13,821,0.16255923,0.5
13,822,0.05208449,0.375
13,823,0.07155669,0.375
13,824,0.15088522,0.375
13,825,0.07333831,0.5
13,826,0.08349649,0.5
13,827,0.13952656,0.75
13,828,0.15941258,0.875
13,829,0.18716265,0.5
13,830,0.135907,0.875
13,831,0.04729361,0.75
13,832,0.03350733,0.5
13,833,0.045201954,0.5
13,834,0.06245573,0.625
13,835,0.09925384,0.625
13,836,0.08264777,0.375
13,837,0.12085492,0.5
13,838,0.10927591,0.375
13,839,0.105661444,0.75
13,840,0.11423569,0.625
13,841,0.1892242,0.5
13,842,0.09787593,0.625
13,843,0.19909817,0.25
13,844,0.057717636,0.75
13,845,0.025157535,0.5
13,846,0.0896656,0.375
13,847,0.33971214,0.625
13,848,0.09958908,0.375
13,849,0.23650652,0.75
13,850,0.02748848,0.625
13,851,0.10348797,0.5
13,852,0.09666087,0.375
13,853,0.17148523,0.5
13,854,0.07857772,0.375
13,855,0.11073236,0.625
13,856,0.17578399,0.625
13,857,0.079745695,0.75
13,858,0.08028385,0.75
13,859,0.039216585,0.625
13,860,0.21761534,0.5
13,861,0.12485904,0.5
13,862,0.21962959,0.5
13,863,0.27603793,0.5
13,864,0.23978609,0.5
13,865,0.23790267,0.875
13,866,0.087465346,0.5
13,867,0.121797755,0.5
13,868,0.09522116,0.75
13,869,0.12890069,0.5
13,870,0.12743586,0.875
13,871,0.12040129,0.625
13,872,0.07936388,0.375
13,873,0.10347628,0.375
13,874,0.18370017,0.875
13,875,0.18365362,0.375
13,876,0.038474593,0.625
13,877,0.046598062,0.875
13,878,0.07431686,0.125
13,879,0.23915198,0.125
13,880,0.122545466,0.5
13,881,0.11716875,0.625
13,882,0.25812107,0.875
13,883,0.09878114,0.5
13,884,0.0013523593,1.0
14,885,0.13867228,0.375
14,886,0.088874556,0.375
14,887,0.21199079,0.75
14,888,0.033616073,0.375
14,889,0.070161626,0.625
14,890,0.08019444,0.375
14,891,0.05101972,0.25
14,892,0.07887313,0.375
14,893,0.21060947,0.875
14,894,0.1489884,0.5
14,895,0.09796268,0.75
14,896,0.28705004,0.5
14,897,0.028779276,0.5
14,898,0.12933241,0.375
14,899,0.12171564,0.375
14,900,0.049035843,0.5
